Player ID,Username,First Name,Last Name,Race,Class,Level,Region,Guild,Weapon,Status,Join Date,ATK,DEF,SPD,HP,MP,Total Stat,Kills,Deaths,Quests Completed,Win Rate (%),Playtime (hrs), Gold Earned ,Is Premium,Gold Rank,Tier,Status Aktif,Performance,OP or Not,Recruitment Priority,Status Squad
PL0108,cael_897,Cael,Ashgrove,Human,Paladin,43,Ironpeak,Iron Shield,Dagger,Active,1/14/2019,144,53,93,2131,2689,290,1726,527,122,77%,6630," $27,213.00 ",Yes,469,Veteran,TRUE,Excellent,Normal,Medium,Elity Spy
PL0109,finn_825,Finn,Frostborn,Human,Bard,85,Frostheim,None,Fists,Retired,6/5/2024,45,94,111,2116,605,250,2051,910,91,69%,3295," $301,385.00 ",Yes,353,Legend,FALSE,Average,Normal,Medium,Elity Spy
PL0110,hana_902,Hana,Ironveil,Orc,Ranger,69,Frostheim,None,Axe,Retired,9/23/2020,108,76,10,711,2120,194,4665,784,268,86%,7440," $347,044.00 ",No,331,Elite,FALSE,Excellent,Normal,Medium,Reguler
PL0111,finn_703,Finn,Silverbow,Human,Bard,47,Darkwood,Crimson Dawn,Bow,Active,7/9/2020,81,46,68,4662,,195,4349,337,,93%,4319," $121,668.00 ",Yes,427,Veteran,TRUE,Excellent,Normal,Medium,Reguler
PL0112,vesper_667,Vesper,Dawnrise,Tiefling,Monk,37,Ashenvale,Golden Leaf,Wand,Active,9/21/2022,136,74,100,1335,593,310,635,370,245,63%,3000,,Yes,486,Veteran,TRUE,Average,Normal,Medium,Elity Spy
PL0113,gareth_860,Gareth,Shadowstep,Human,Mage,60,Darkwood,Iron Shield,Sword,Banned,9/23/2019,19,87,87,1784,2142,,785,173,236,82%,5396," $500,364.00 ",No,251,Elite,FALSE,Excellent,Normal,Medium,Elity Spy
PL0114,vex_750,Vex,Ironfist,Orc,Rogue,46,Northland,Arcane Order,Dagger,Retired,5/2/2020,96,134,138,1507,698,368,4127,839,60,83%,7358," $552,111.00 ",Yes,224,Veteran,FALSE,Excellent,Normal,Medium,Tactician
PL0115,hana_747,Hana,Grimstone,Dwarf,Monk,85,Northland,Steel Fang,Axe,Active,6/20/2024,138,120,31,659,2194,289,964,,234,75%,8531," $539,435.00 ",No,233,Legend,TRUE,Excellent,Normal,Medium,Reguler
PL0116,leon_107,Leon,Ironfist,Elf,Mage,98,Silverdale,Arcane Order,Bow,Active,11/4/2019,127,138,138,2484,2814,403,2816,490,193,85%,7018," $923,221.00 ",Yes,38,Legend,TRUE,Excellent,Overpowered,High,Tactician
PL0117,myra_582,Myra,Silverbow,Gnome,Necromancer,4,Ironpeak,None,Spear,Inactive,9/8/2024,96,95,19,3194,2596,210,2186,653,33,77%,9532," $645,584.00 ",Yes,177,Rookie,FALSE,Excellent,Normal,Medium,Tanker
PL0118,ewan_676,Ewan,Frostborn,Elf,Bard,95,Suncoast,None,Sword,Active,5/22/2021,75,70,76,4383,2228,221,761,733,125,51%,9861,,Yes,486,Legend,TRUE,Average,Normal,Medium,Reguler
PL0119,brynn_585,Brynn,Shadowstep,Elf,Necromancer,95,Frostheim,Iron Shield,Axe,Active,12/7/2020,127,15,136,365,326,278,1880,797,67,70%,4862," $498,015.00 ",No,253,Legend,TRUE,Average,Normal,Medium,Elity Spy
PL0120,finn_668,Finn,Darkmantle,Dragonborn,Necromancer,85,Darkwood,None,Sword,Inactive,4/19/2018,94,66,73,4758,687,233,2842,300,19,90%,1589," $482,919.00 ",Yes,264,Legend,FALSE,Excellent,Normal,High,Brawler
PL0121,aiden_632,Aiden,Stormcall,Orc,Necromancer,86,Northland,Crimson Dawn,Axe,Active,3/13/2023,129,27,19,1458,656,175,4048,368,46,92%,2910," $786,217.00 ",Yes,116,Legend,TRUE,Excellent,Normal,High,Reguler
PL0122,leon_951,Leon,Dawnrise,Gnome,Ranger,33,Darkwood,None,Dagger,Retired,8/12/2020,46,20,30,3841,2543,96,1405,787,89,64%,4553," $259,646.00 ",No,371,Veteran,FALSE,Average,Normal,Low,Reguler
PL0123,vex_417,Vex,Emberveil,Orc,Rogue,90,Silverdale,Crimson Dawn,Spear,Banned,1/2/2019,44,92,94,443,1249,230,3259,608,292,84%,9053," $668,400.00 ",No,165,Legend,FALSE,Excellent,Normal,Medium,Elity Spy
PL0124,MORA_364,Mora,Stoneback,Orc,Mage,64,Ashenvale,Iron Shield,Dagger,Active,4/24/2019,133,145,16,616,2496,294,2528,917,106,73%,1918," $627,722.00 ",Yes,188,Elite,TRUE,Excellent,Normal,High,Reguler
PL0125,freya_335,Freya,Grimstone,Dragonborn,Rogue,23,Eastmoor,Iron Shield,Bow,Inactive,9/20/2022,125,136,27,3343,405,288,30,161,35,16%,259," $701,780.00 ",Yes,148,Rookie,FALSE,Poor,Normal,Medium,Tanker
PL0126,yara_428,Yara,Shadowstep,Halfling,Necromancer,96,Frostheim,Steel Fang,Sword,Active,2/8/2018,61,40,58,4691,1834,159,1933,765,76,72%,2565," $872,225.00 ",No,61,Legend,TRUE,Excellent,Normal,Medium,Reguler
PL0127,lyra_458,Lyra,Ashgrove,Halfling,Paladin,12,Northland,Iron Shield,Spear,Banned,6/23/2019,59,40,,207,521,175,1401,29,244,98%,6638," $434,387.00 ",No,289,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0128,seth_402,Seth,Wolfsbane,Halfling,Bard,95,Darkwood,Arcane Order,Sword,Active,4/4/2020,82,42,84,3530,274,208,458,330,15,58%,2213," $479,148.00 ",No,267,Legend,TRUE,Average,Normal,Medium,Tactician
PL0129,freya_632,Freya,Moonwhisper,Dwarf,Bard,29,Ashenvale,Crimson Dawn,Bow,Active,7/28/2018,147,79,55,2604,2880,281,523,703,71,43%,7331," $838,092.00 ",Yes,86,Veteran,TRUE,Average,Normal,Medium,Reguler
PL0130,aiden_266,Aiden,Stoneback,Human,Bard,12,Ironpeak,Crimson Dawn,Wand,Banned,12/13/2024,38,48,40,3501,1951,126,4469,,54,97%,783,,No,486,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0131,nyx_493,Nyx,Lightfoot,Elf,Monk,6,Darkwood,None,Staff,Active,2/6/2020,137,102,84,1230,2633,323,3340,492,272,87%,5213," $842,176.00 ",Yes,81,Rookie,TRUE,Excellent,Normal,Medium,Elity Spy
PL0132,HANA_991,Hana,Stoneback,Elf,Necromancer,36,Darkwood,Crimson Dawn,Staff,Retired,6/12/2018,46,35,131,4652,2251,212,986,595,90,62%,4673," $941,974.00 ",No,28,Veteran,FALSE,Average,Normal,Low,Elity Spy
PL0133,ivan_398,Ivan,Emberveil,Dwarf,Necromancer,18,Suncoast,None,Bow,Inactive,11/25/2022,30,114,98,1578,243,242,1,46,17,2%,145,,No,486,Rookie,FALSE,Poor,Normal,Low,Elity Spy
PL0134,sable_615,Sable,Wolfsbane,Halfling,Paladin,11,Northland,Steel Fang,Fists,Banned,5/25/2021,47,123,46,3494,2393,216,3566,942,289,79%,8559," $896,003.00 ",Yes,56,Rookie,FALSE,Excellent,Normal,Medium,Tanker
PL0135,tara_704,Tara,Bloodthorn,Dwarf,Warrior,46,Frostheim,Golden Leaf,Fists,Active,11/15/2024,95,11,95,601,1159,201,3541,367,235,91%,7706," $265,990.00 ",No,368,Veteran,TRUE,Excellent,Normal,Medium,Elity Spy
PL0136,drak_553,Drak,Silverbow,Human,Mage,4,Ironpeak,Golden Leaf,Staff,Inactive,12/20/2019,129,14,78,2525,2326,221,4348,386,24,92%,8328," $667,046.00 ",Yes,166,Rookie,FALSE,Excellent,Normal,Medium,Brawler
PL0137,selene_612,Selene,Darkthorn,Orc,Warrior,60,Suncoast,Iron Shield,Spear,Active,12/12/2020,75,54,95,654,454,224,1973,394,133,83%,5813," $914,714.00 ",No,46,Elite,TRUE,Excellent,Normal,Medium,Elity Spy
PL0138,drak_196,Drak,Flameborn,Human,Rogue,88,Frostheim,Golden Leaf,Staff,Retired,5/11/2021,20,147,91,,385,258,1060,537,127,66%,6883," $233,738.00 ",Yes,381,Legend,FALSE,Average,Normal,Medium,Elity Spy
PL0139,freya_665,Freya,Grimstone,Gnome,Monk,96,Eastmoor,Golden Leaf,Bow,Inactive,10/19/2024,55,10,112,4927,50,177,4903,226,286,96%,4081," $780,031.00 ",No,119,Legend,FALSE,Excellent,Normal,Medium,Elity Spy
PL0140,aria_135,Aria,Ironveil,Human,Rogue,27,Frostheim,Arcane Order,Wand,Active,12/13/2024,76,64,10,2183,688,150,2272,586,228,79%,5778," $279,917.00 ",Yes,362,Veteran,TRUE,Excellent,Normal,Medium,Tactician
PL0141,nyx_423,Nyx,Ashgrove,Human,Warrior,68,Suncoast,Crimson Dawn,Axe,Inactive,1/9/2023,62,64,48,4923,633,,2509,566,73,82%,8094," $484,530.00 ",No,262,Elite,FALSE,Excellent,Normal,Medium,Reguler
PL0142,freya_315,Freya,Darkthorn,Tiefling,Monk,89,Silverdale,None,Spear,Active,8/15/2024,30,88,145,2990,1717,263,2719,907,140,75%,5362," $341,589.00 ",No,334,Legend,TRUE,Excellent,Normal,Medium,Elity Spy
PL0143,roran_868,Roran,Brightblade,Human,Paladin,22,Eastmoor,Shadow Veil,Dagger,Retired,3/28/2018,125,43,31,3411,506,199,2540,215,293,92%,267," $187,053.00 ",No,407,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0144,finn_689,Finn,Darkmantle,Dragonborn,Monk,88,Darkwood,Steel Fang,Dagger,Inactive,11/26/2023,136,38,41,2368,2899,215,2909,585,232,83%,1749," $236,468.00 ",No,379,Legend,FALSE,Excellent,Normal,Medium,Reguler
PL0145,aldric_560,Aldric,Emberveil,Orc,Paladin,68,Ashenvale,Arcane Order,Wand,Active,2/10/2018,144,144,97,3289,1882,385,4904,147,,97%,8843," $900,709.00 ",No,53,Elite,TRUE,Excellent,Normal,Medium,Tactician
PL0146,faye_831,Faye,Stoneback,Human,Monk,,Darkwood,Golden Leaf,Staff,Active,4/8/2023,14,68,149,1176,2652,231,4545,847,181,84%,4220," $858,802.00 ",No,69,Rookie,TRUE,Excellent,Normal,Medium,Elity Spy
PL0147,yara_958,Yara,Swiftwind,Halfling,Bard,98,Silverdale,Crimson Dawn,Wand,Active,7/7/2019,134,86,95,4825,1601,315,1389,448,244,76%,1745," $289,851.00 ",No,358,Legend,TRUE,Excellent,Normal,Medium,Elity Spy
PL0148,percy_352,Percy,Flameborn,Dwarf,Paladin,8,Suncoast,Steel Fang,Axe,Active,9/24/2020,78,68,91,2442,1715,237,2980,614,192,83%,8843," $72,788.00 ",No,449,Rookie,TRUE,Excellent,Normal,Medium,Elity Spy
PL0149,,Torin,Coldwater,Gnome,Rogue,37,Suncoast,None,Spear,,10/3/2018,11,101,149,4400,1132,261,3587,342,91,91%,3733," $657,980.00 ",Yes,170,Veteran,FALSE,Excellent,Normal,Medium,Elity Spy
PL0150,yara_597,Yara,Goldweave,Orc,Mage,51,Frostheim,None,Bow,Active,12/17/2019,32,114,82,2561,,228,1481,463,148,76%,," $341,092.00 ",No,335,Elite,TRUE,Excellent,Normal,Medium,Reguler
PL0151,aldric_538,Aldric,Ironfist,Dragonborn,Ranger,20,Silverdale,Shadow Veil,Axe,Retired,3/18/2018,20,81,14,1388,1749,115,2358,83,270,97%,6257," $216,491.00 ",No,393,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0152,lyra_842,Lyra,Nightfall,Dragonborn,Warrior,49,Ironpeak,None,Dagger,Active,6/26/2018,118,66,15,1175,2917,199,4206,778,88,84%,8910," $49,084.00 ",Yes,457,Veteran,TRUE,Excellent,Normal,Medium,Reguler
PL0153,nova_963,Nova,Lightfoot,Tiefling,Rogue,70,Ashenvale,Iron Shield,Wand,Banned,9/27/2019,,95,,1008,1914,231,3049,16,141,99%,6451," $228,433.00 ",Yes,387,Elite,FALSE,Excellent,Normal,High,Reguler
PL0154,nyx_617,Nyx,Frostborn,Dwarf,Paladin,85,Ironpeak,Steel Fang,Wand,Active,9/21/2023,10,117,56,1777,2623,183,1836,528,58,78%,9706," $866,419.00 ",Yes,64,Legend,TRUE,Excellent,Normal,High,Reguler
PL0155,rosa_350,Rosa,Swiftwind,Halfling,Rogue,49,Frostheim,Crimson Dawn,Axe,Banned,2/20/2019,90,,65,2378,422,213,2527,532,128,83%,47," $970,336.00 ",No,16,Veteran,FALSE,Excellent,Normal,Medium,Brawler
PL0156,oryn_242,Oryn,Swiftwind,Orc,Warrior,77,Suncoast,None,Sword,Banned,4/9/2018,125,33,46,289,1895,204,2266,763,94,75%,3112," $143,046.00 ",Yes,422,Legend,FALSE,Excellent,Normal,High,Reguler
PL0157,gareth_438,Gareth,Wildhorn,Dragonborn,Ranger,2,Frostheim,Steel Fang,Dagger,Inactive,4/24/2021,57,30,139,,2356,226,4065,,137,86%,9980," $119,929.00 ",No,428,Rookie,FALSE,Excellent,Normal,Medium,Elity Spy
PL0158,roran_470,Roran,Stormcall,Elf,Bard,82,Frostheim,Crimson Dawn,Fists,Retired,11/19/2020,38,,87,356,2037,248,2355,59,61,98%,7372," $710,046.00 ",No,143,Legend,FALSE,Excellent,Normal,Medium,Elity Spy
PL0159,oryn_669,Oryn,Goldweave,Dwarf,Monk,25,Silverdale,Iron Shield,Bow,Active,7/11/2022,137,141,59,4604,2412,337,469,335,9,58%,5026," $579,921.00 ",Yes,212,Rookie,TRUE,Average,Normal,Medium,Tanker
PL0160,grim_353,Grim,Shadowstep,Tiefling,Ranger,84,Eastmoor,None,Fists,Banned,6/22/2020,95,89,112,2451,820,296,1625,273,246,86%,9361," $372,846.00 ",No,318,Legend,FALSE,Excellent,Normal,Medium,Elity Spy
PL0161,torin_228,Torin,Ironveil,Elf,Warrior,4,Eastmoor,Iron Shield,Spear,Retired,11/13/2018,59,137,58,,240,254,,820,247,65%,5218," $905,300.00 ",Yes,49,Rookie,FALSE,Average,Normal,Medium,Reguler
PL0162,faye_459,Faye,Stormcall,Tiefling,Monk,96,Darkwood,Iron Shield,Dagger,Active,12/2/2021,129,61,70,375,2410,260,,235,26,81%,4908," $991,621.00 ",Yes,5,Legend,TRUE,Excellent,Normal,High,Brawler
PL0163,kira_361,Kira,Grimstone,Halfling,Bard,61,,Golden Leaf,Wand,Active,10/12/2021,94,42,129,2442,2277,265,1645,524,120,76%,3946," $819,018.00 ",No,95,Elite,TRUE,Excellent,Normal,Medium,Elity Spy
PL0164,myra_770,Myra,Ironfist,Tiefling,Rogue,96,Ironpeak,Golden Leaf,Dagger,Active,3/23/2020,122,98,42,358,1793,,2897,707,133,80%,755," $502,845.00 ",No,249,Legend,TRUE,Excellent,Normal,Medium,Ranger
PL0165,torin_318,Torin,Stormcall,Human,Mage,95,Ashenvale,Iron Shield,Dagger,Active,6/4/2018,110,74,14,178,2955,198,4059,35,58,99%,5940," $901,036.00 ",Yes,52,Legend,TRUE,Excellent,Normal,High,Reguler
PL0166,aiden_630,Aiden,Nightfall,Human,Mage,65,Eastmoor,Iron Shield,Bow,Banned,1/5/2022,39,149,128,4207,1597,,3052,491,16,86%,7039," $886,109.00 ",No,59,Elite,FALSE,Excellent,Normal,Medium,Elity Spy
PL0167,brix_222,Brix,Ironveil,Elf,Monk,41,Ashenvale,Golden Leaf,Axe,Active,5/22/2020,148,111,124,2298,682,383,564,50,131,92%,8007," $841,598.00 ",Yes,82,Veteran,TRUE,Excellent,Normal,Medium,Elity Spy
PL0168,nova_323,Nova,Ashgrove,Gnome,Ranger,57,Eastmoor,None,Wand,Active,12/7/2023,139,92,117,2340,156,348,2590,,233,100%,2122," $302,621.00 ",No,352,Elite,TRUE,Excellent,Normal,Medium,Elity Spy
PL0169,theron_534,Theron,Moonwhisper,Elf,Bard,43,Ashenvale,Steel Fang,Sword,Active,5/3/2022,149,44,68,4497,1491,261,3271,692,256,83%,4174," $449,045.00 ",No,279,Veteran,TRUE,Excellent,Normal,Medium,Brawler
PL0170,elara_939,Elara,Darkmantle,Gnome,Rogue,21,Northland,None,Sword,Retired,7/23/2022,114,46,141,1299,1932,301,1861,313,273,86%,8001," $377,955.00 ",Yes,315,Rookie,FALSE,Excellent,Normal,Medium,Elity Spy
PL0171,lyra_134,Lyra,Bloodthorn,Halfling,Bard,12,Frostheim,Iron Shield,Spear,Retired,1/18/2022,114,14,53,3163,830,181,1050,826,254,56%,722," $441,909.00 ",Yes,285,Rookie,FALSE,Average,Normal,Medium,Reguler
PL0172,sable_910,Sable,Wolfsbane,Orc,Mage,32,Frostheim,None,Wand,Active,5/27/2022,72,79,99,2767,306,250,4169,3,71,100%,769," $856,300.00 ",Yes,75,Veteran,TRUE,Excellent,Normal,Medium,Elity Spy
PL0173,tilda_469,Tilda,Swiftwind,Dwarf,Bard,15,Silverdale,Crimson Dawn,Sword,Active,12/2/2018,62,35,29,1855,2867,126,3838,601,252,86%,1981," $997,277.00 ",Yes,2,Rookie,TRUE,Excellent,Normal,Medium,Reguler
PL0174,OPAL_569,Opal,Dawnrise,Tiefling,Necromancer,71,Ashenvale,Steel Fang,Sword,Active,10/8/2023,11,32,137,571,157,180,4514,573,174,89%,6896," $867,020.00 ",No,62,Elite,TRUE,Excellent,Normal,Medium,Elity Spy
PL0175,roran_858,Roran,Moonwhisper,Dragonborn,,86,Frostheim,None,Sword,Retired,6/1/2024,105,96,107,914,2409,308,678,4,191,99%,,,No,486,Legend,FALSE,Excellent,Normal,Medium,Elity Spy
PL0176,freya_480,Freya,Ashgrove,Halfling,Necromancer,65,Silverdale,None,Fists,,6/22/2023,31,126,127,4460,2810,284,70,962,266,7%,1194,,Yes,486,Elite,FALSE,Poor,Normal,Medium,Elity Spy
PL0177,torin_100,Torin,Stormcall,Elf,Rogue,7,Frostheim,Arcane Order,Axe,Active,7/17/2024,137,102,36,1335,2354,275,1815,556,114,77%,8858," $25,940.00 ",Yes,470,Rookie,TRUE,Excellent,Normal,Medium,Tactician
PL0178,freya_597,Freya,,Dragonborn,Bard,,Ashenvale,Golden Leaf,Wand,Retired,11/18/2021,122,94,78,2838,2665,294,1881,437,226,81%,9064," $822,270.00 ",Yes,92,Rookie,FALSE,Excellent,Normal,Medium,Brawler
PL0179,jade_611,Jade,Flameborn,Elf,Ranger,93,Ironpeak,Iron Shield,Staff,Active,6/7/2024,149,99,103,2859,813,351,2664,186,256,93%,7558," $798,306.00 ",No,106,Legend,TRUE,Excellent,Overpowered,Medium,Elity Spy
PL0180,borin_670,Borin,Frostborn,Human,Monk,92,Northland,None,Bow,Active,12/27/2020,134,53,41,1015,1953,228,814,5,165,0%,1128," $362,300.00 ",No,325,Legend,TRUE,Poor,Normal,Medium,Reguler
PL0181,nolan_887,Nolan,Darkthorn,Dwarf,Paladin,68,Ironpeak,None,Bow,Banned,11/24/2018,111,100,28,2605,2752,239,1354,946,152,59%,1457," $821,355.00 ",Yes,93,Elite,FALSE,Average,Normal,Medium,Reguler
PL0182,aria_221,Aria,Nightfall,Dwarf,Warrior,100,Ironpeak,None,Sword,Active,4/16/2022,70,110,20,,878,200,446,21,277,96%,8025," $935,313.00 ",No,31,Legend,TRUE,Excellent,Normal,Medium,Reguler
PL0183,aria_567,Aria,Dawnrise,Elf,Bard,,Ironpeak,None,Wand,Retired,4/23/2023,143,140,16,3304,2527,299,822,688,63,54%,2453," $669,875.00 ",Yes,163,Rookie,FALSE,Average,Normal,Medium,Tanker
PL0184,torin_929,Torin,Lightfoot,Halfling,Monk,65,Ironpeak,Arcane Order,Fists,Inactive,12/15/2023,144,,133,764,1372,323,3348,379,78,90%,3594," $684,137.00 ",No,158,Elite,FALSE,Excellent,Normal,Medium,Tactician
PL0185,ivan_590,Ivan,Brightblade,Orc,Warrior,73,Eastmoor,Crimson Dawn,Staff,Active,11/10/2024,59,24,66,2655,1060,149,3242,236,42,93%,1021," $195,714.00 ",Yes,404,Elite,TRUE,Excellent,Normal,High,Reguler
PL0186,yara_208,Yara,Emberveil,Human,Paladin,,Ashenvale,Crimson Dawn,Fists,Banned,4/4/2023,113,37,26,418,646,176,3948,214,131,95%,580," $888,917.00 ",No,58,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0187,selene_982,Selene,Flameborn,Halfling,Ranger,11,Northland,Crimson Dawn,Fists,Retired,12/22/2019,138,71,20,2863,2990,,2923,518,49,85%,3720," $561,062.00 ",No,219,Rookie,FALSE,Excellent,Normal,Medium,Reguler
PL0188,mora_546,Mora,Flameborn,Halfling,Bard,70,Ashenvale,Iron Shield,Staff,Active,11/20/2022,117,93,59,1162,,269,188,341,165,36%,4805," $671,764.00 ",No,162,Elite,TRUE,Poor,Normal,Medium,Reguler
PL0189,myra_842,Myra,Ashgrove,Dragonborn,Monk,40,Ironpeak,Arcane Order,Sword,Inactive,5/21/2022,129,68,119,2247,1632,316,3030,230,11,93%,3570," $509,697.00 ",Yes,245,Veteran,FALSE,Excellent,Normal,Medium,Tactician
PL0190,cael_986,Cael,Ironfist,Dragonborn,Mage,54,Eastmoor,None,Axe,Inactive,6/24/2022,70,138,14,953,1239,222,4535,431,37,91%,4280," $999,412.00 ",No,1,Elite,FALSE,Excellent,Normal,Medium,Reguler
PL0191,vex_540,,Brightblade,Elf,Monk,45,Frostheim,Iron Shield,Wand,Inactive,1/5/2021,99,126,89,4961,2868,314,522,967,253,35%,1181," $290,604.00 ",No,357,Veteran,FALSE,Poor,Normal,Low,Elity Spy
PL0192,nolan_680,Nolan,Goldweave,Orc,Paladin,69,Frostheim,Arcane Order,Fists,Active,9/17/2021,23,47,62,3965,2405,132,656,639,100,51%,7524," $851,518.00 ",No,77,Elite,TRUE,Average,Normal,Medium,Tactician
PL0193,torin_411,Torin,Wildhorn,Dragonborn,Warrior,5,Silverdale,Steel Fang,Fists,Active,7/15/2021,65,10,43,3952,764,118,1951,677,49,74%,5384," $676,303.00 ",Yes,161,Rookie,TRUE,Excellent,Normal,Medium,Reguler
PL0194,gareth_876,Gareth,Goldweave,Elf,Ranger,6,Northland,Golden Leaf,Spear,Active,4/25/2021,141,105,28,2121,1376,274,4145,557,55,88%,2561," $454,794.00 ",Yes,276,Rookie,TRUE,Excellent,Normal,Medium,Ranger
PL0195,nyx_758,Nyx,Silverbow,Human,Monk,35,Northland,Shadow Veil,Sword,Inactive,5/28/2024,116,33,143,,2513,292,469,457,115,51%,6114," $98,417.00 ",No,440,Veteran,FALSE,Average,Normal,Low,Elity Spy
PL0196,mira_786,Mira,Stormcall,Elf,Ranger,7,Ashenvale,Golden Leaf,Sword,Active,2/26/2018,58,100,54,2548,2633,212,3920,5,98,100%,9627," $710,725.00 ",No,141,Rookie,TRUE,Excellent,Normal,Medium,Ranger
PL0197,tara_379,Tara,Shadowstep,Halfling,Warrior,71,Eastmoor,Crimson Dawn,Staff,Active,10/20/2022,,130,103,2311,1736,332,3419,189,279,95%,4401," $840,809.00 ",No,84,Elite,TRUE,Excellent,Normal,Medium,Squad Inti
PL0198,oryn_307,Oryn,Nightfall,Elf,Paladin,67,Frostheim,Shadow Veil,Fists,Active,12/1/2018,61,,82,3819,2370,239,1532,946,37,62%,3625," $932,115.00 ",No,33,Elite,TRUE,Average,Normal,Medium,Reguler
PL0199,kael_844,Kael,Ironveil,Gnome,Necromancer,91,Northland,Crimson Dawn,Fists,Active,4/2/2022,61,12,111,403,96,184,3221,243,30,93%,9920," $8,886.00 ",Yes,482,Legend,TRUE,Excellent,Normal,High,Elity Spy
PL0200,vesper_664,Vesper,Darkmantle,Gnome,Ranger,99,Ironpeak,None,Sword,Active,10/11/2024,102,69,135,2215,2438,306,730,715,206,51%,2424," $223,694.00 ",No,389,Legend,TRUE,Average,Normal,Medium,Elity Spy
PL0201,cedric_160,Cedric,Frostborn,Gnome,Paladin,26,Ironpeak,None,Spear,Retired,3/2/2019,70,144,59,3728,912,273,1852,530,248,78%,1547," $207,279.00 ",No,397,Veteran,FALSE,Excellent,Normal,Medium,Tanker
PL0202,torin_439,Torin,Stoneback,Gnome,Mage,69,Frostheim,None,Fists,Banned,2/4/2021,77,145,119,259,2273,341,3196,810,241,80%,3930," $392,971.00 ",No,306,Elite,FALSE,Excellent,Normal,Medium,Elity Spy
PL0203,brix_250,Brix,Dawnrise,Tiefling,Rogue,45,Northland,Golden Leaf,Sword,Active,12/8/2019,125,63,67,3511,865,255,163,859,24,16%,," $340,695.00 ",Yes,337,Veteran,TRUE,Poor,Normal,Medium,Brawler
PL0204,mora_997,Mora,Nightfall,Gnome,Paladin,96,Ironpeak,Arcane Order,Sword,Active,7/25/2020,82,10,126,1023,2946,218,2701,992,219,73%,738," $844,130.00 ",No,80,Legend,TRUE,Excellent,Normal,Medium,Tactician
PL0205,freya_630,Freya,Stoneback,Halfling,Ranger,67,Suncoast,Steel Fang,Dagger,Active,7/14/2019,146,53,36,3550,2702,,301,312,166,49%,7697," $741,624.00 ",No,133,Elite,TRUE,Average,Normal,Medium,Reguler
PL0206,cael_377,Cael,Stoneback,Elf,Necromancer,39,Ashenvale,Shadow Veil,Wand,Retired,8/3/2018,96,51,,4116,883,244,3297,923,130,78%,8993," $496,705.00 ",No,254,Veteran,FALSE,Excellent,Normal,Medium,Reguler
PL0207,nolan_970,Nolan,Coldwater,Orc,Mage,67,Silverdale,Iron Shield,Staff,Inactive,2/9/2022,129,133,80,2117,1854,342,296,766,295,28%,6034," $710,384.00 ",Yes,142,Elite,FALSE,Poor,Normal,Medium,Brawler
PL0208,aiden_629,Aiden,Darkthorn,Dwarf,Bard,43,Suncoast,Shadow Veil,Axe,Retired,12/8/2020,102,133,106,3115,494,341,4554,962,244,83%,," $924,324.00 ",Yes,37,Veteran,FALSE,Excellent,Normal,Medium,Elity Spy
PL0209,ewan_299,Ewan,Moonwhisper,Tiefling,Ranger,97,Ashenvale,Crimson Dawn,Axe,Banned,6/26/2023,106,27,133,1868,2743,266,193,712,192,21%,3938," $196,618.00 ",No,403,Legend,FALSE,Poor,Normal,Medium,Elity Spy
PL0210,finn_375,Finn,Grimstone,Gnome,Ranger,93,Ironpeak,Iron Shield,Bow,Banned,1/8/2018,138,90,45,3220,2633,273,1324,672,141,66%,5952," $105,285.00 ",No,438,Legend,FALSE,Average,Normal,Medium,Tanker
PL0211,aria_976,Aria,Darkthorn,Halfling,Bard,56,Eastmoor,Arcane Order,Staff,Inactive,1/7/2021,133,128,65,4915,2937,326,4853,605,,89%,1786," $413,004.00 ",Yes,300,Elite,FALSE,Excellent,Normal,High,Tactician
PL0212,grim_480,Grim,Lightfoot,Gnome,Necromancer,29,Ironpeak,None,Sword,,12/17/2018,78,10,126,2736,474,214,,620,105,85%,2143," $441,563.00 ",No,286,Veteran,FALSE,Excellent,Normal,Medium,Elity Spy
PL0213,lira_969,Lira,Stoneback,Orc,Rogue,50,Eastmoor,Steel Fang,Sword,Active,9/17/2018,143,99,130,4629,128,372,3886,391,294,91%,6086," $979,651.00 ",No,11,Veteran,TRUE,Excellent,Normal,Medium,Elity Spy
PL0214,elara_469,Elara,Darkmantle,Human,Bard,24,Darkwood,Arcane Order,Fists,Retired,8/28/2019,100,44,125,3528,2572,269,4211,280,56,94%,2049," $822,422.00 ",No,91,Rookie,FALSE,Excellent,Normal,Medium,Tactician
PL0215,nyx_763,Nyx,Ironveil,Dwarf,Rogue,20,Eastmoor,Golden Leaf,Spear,Active,3/19/2020,132,105,32,1623,1352,269,2952,933,219,76%,75," $24,232.00 ",Yes,471,Rookie,TRUE,Excellent,Normal,Medium,Ranger
PL0216,nolan_884,Nolan,Nightfall,Dwarf,Paladin,99,Eastmoor,Steel Fang,Dagger,Banned,9/24/2022,42,121,81,1682,1789,244,2960,789,84,79%,3364," $443,523.00 ",Yes,284,Legend,FALSE,Excellent,Normal,High,Reguler
